"nuts2_codice","anno","popolazione","tasso_fertilita","aspettativa_vita"
"AT11","2009",282777,1.27,77.5
"AT12","2009",1602958,1.42,77.4
"AT13","2009",1680135,1.37,76.5
"AT21","2009",559462,1.37,77.7
"AT22","2009",1204795,1.32,77.6
"AT31","2009",1408619,1.51,77.9
"AT32","2009",526699,1.39,78.7
"AT33","2009",702502,1.38,78.5
"AT34","2009",367056,1.51,78.8
"BE10","2009",1068532,2.1,76.9
"BE21","2009",1731174,1.91,78.6
"BE22","2009",833160,1.66,78.8
"BE23","2009",1420415,1.8,77.5
"BE24","2009",1068838,1.74,78.8
"BE25","2009",1155290,1.77,78.2
"BE31","2009",375645,1.83,78.5
"BE32","2009",1304436,1.83,74.5
"BE33","2009",1060035,1.83,76
"BE34","2009",266950,1.75,75.9
"BE35","2009",468605,1.84,75.4
"BG31","2009",881573,1.86,69.7
"BG32","2009",884857,1.59,69.4
"BG33","2009",976062,1.73,69.7
"BG34","2009",1094253,1.95,69.6
"BG41","2009",2129855,1.47,70.8
"BG42","2009",1500519,1.69,70.8
"CH01","2009",1437592,1.53,79.6
"CH02","2009",1730412,1.53,79.4
"CH03","2009",1049518,1.43,80
"CH04","2009",1332727,1.51,80.4
"CH05","2009",1085698,1.46,79.9
"CH06","2009",733173,1.52,80.1
"CH07","2009",332736,1.35,80.7
"CY00","2009",796930,1.47,78.5
"CZ01","2009",1214300,1.41,76.5
"CZ02","2009",1230405,1.58,74.1
"CZ03","2009",1202477,1.51,74.8
"CZ04","2009",1134887,1.59,72.2
"CZ05","2009",1503865,1.55,74.8
"CZ06","2009",1666778,1.48,74.8
"CZ07","2009",1230437,1.45,73.8
"CZ08","2009",1242634,1.49,72.7
"DE11","2009",4006313,1.36,79.5
"DE12","2009",2740164,1.31,78.8
"DE13","2009",2195681,1.38,79.6
"DE14","2009",1807348,1.39,79.5
"DE21","2009",4335137,1.36,79.2
"DE22","2009",1191910,1.34,77.3
"DE23","2009",1083780,1.31,77.3
"DE24","2009",1082516,1.28,77
"DE25","2009",1712405,1.32,77.7
"DE26","2009",1327497,1.28,78.7
"DE27","2009",1786483,1.4,78.6
"DE30","2009",3431675,1.3,77.9
"DE40","2009",2522493,1.4,76.8
"DE50","2009",661866,1.29,76.8
"DE60","2009",1772100,1.25,78.3
"DE71","2009",3784767,1.39,79
"DE72","2009",1048683,1.28,78
"DE73","2009",1231503,1.34,77.7
"DE80","2009",1664356,1.42,75.7
"DE91","2009",1623649,1.3,77.4
"DE92","2009",2149181,1.33,77.7
"DE93","2009",1696643,1.46,77.3
"DE94","2009",2477771,1.44,77.3
"DEA1","2009",5191042,1.35,77.1
"DEA2","2009",4386271,1.34,78.2
"DEA3","2009",2605365,1.39,77.3
"DEA4","2009",2050638,1.47,77.9
"DEA5","2009",3699748,1.34,77
"DEB1","2009",1499457,1.38,77.6
"DEB2","2009",515322,1.34,77.9
"DEB3","2009",2013572,1.31,78.1
"DEC0","2009",1030324,1.23,76.8
"DED2","2009",1638111,1.49,77.5
"DEE0","2009",2381872,1.37,75.6
"DEF0","2009",2834260,1.4,77.7
"DEG0","2009",2267763,1.36,76.6
"DK01","2009",1662285,1.71,76.6
"DK02","2009",821252,1.93,76.2
"DK03","2009",1199667,1.96,76.8
"DK04","2009",1247732,1.91,77.5
"DK05","2009",580515,1.93,77.2
"EE00","2009",1335740,1.7,70
"EL30","2009",3999457,1.4,77.3
"EL41","2009",199517,1.47,77.6
"EL42","2009",331815,1.5,79
"EL43","2009",618317,1.74,78.4
"EL51","2009",608639,1.62,76.3
"EL52","2009",1913980,1.52,77.3
"EL53","2009",286672,1.47,78
"EL54","2009",345167,1.43,79
"EL61","2009",745569,1.59,77.6
"EL62","2009",208161,1.53,78.1
"EL63","2009",692990,1.53,77.1
"EL64","2009",557291,1.52,78.3
"EL65","2009",587170,1.57,77.8
"ES11","2009",2767469,1.1,78.3
"ES12","2009",1076276,1.08,77.9
"ES13","2009",584657,1.26,78.7
"ES21","2009",2174077,1.29,78.7
"ES22","2009",627286,1.44,80
"ES23","2009",319788,1.41,79.8
"ES24","2009",1342788,1.35,79.2
"ES30","2009",6327559,1.4,80
"ES41","2009",2549172,1.18,80
"ES42","2009",2066428,1.45,79.9
"ES43","2009",1094693,1.35,78.1
"ES51","2009",7427092,1.47,79.1
"ES52","2009",4981284,1.36,78.6
"ES53","2009",1070167,1.36,78.5
"ES61","2009",8212968,1.48,77.5
"ES62","2009",1441787,1.62,78.3
"ES63","2009",76927,1.97,75.6
"ES64","2009",73365,2.26,78.1
"ES70","2009",2025490,1.14,78.5
"FI19","2009",1349600,1.95,77
"FI1B","2009",1501511,1.69,77.3
"FI1C","2009",1151466,1.76,76.1
"FI1D","2009",1296281,2.11,75.9
"FI20","2009",27456,1.69,79.5
"FR10","2009",11728240,2.02,80
"FRB0","2009",2538590,2.04,78
"FRC1","2009",1642440,1.93,77.5
"FRC2","2009",1168208,2.04,78
"FRD1","2009",1470880,2.01,77.2
"FRD2","2009",1832942,2.05,76.2
"FRE1","2009",4033197,2.08,74.7
"FRE2","2009",1911157,2.07,76
"FRF1","2009",1843053,1.84,78.1
"FRF2","2009",1337953,1.98,76.6
"FRF3","2009",2350112,1.82,77
"FRG0","2009",3539048,2.11,78.3
"FRH0","2009",3175064,2.02,76.9
"FRI1","2009",3206137,1.83,78.4
"FRI2","2009",741785,1.84,77.9
"FRI3","2009",1760575,1.92,77.9
"FRJ1","2009",2610890,1.96,78
"FRJ2","2009",2862707,1.84,79.4
"FRK1","2009",1343964,1.85,77
"FRK2","2009",6174040,2.03,79.4
"FRL0","2009",4889053,2.01,78.8
"FRM0","2009",305674,1.64,78.1
"FRY2","2009",396404,2.07,78.2
"FRY3","2009",224469,3.49,NA
"FRY4","2009",816364,2.37,75
"HR03","2009",1415015,1.57,74.6
"HR04","2009",2894781,1.59,72
"HU11","2009",1712210,1.14,73.1
"HU12","2009",1213290,1.38,70.9
"HU21","2009",1103132,1.28,69.9
"HU22","2009",998187,1.19,70.8
"HU23","2009",952982,1.29,69.8
"HU31","2009",1223238,1.47,68.5
"HU32","2009",1502409,1.42,69.5
"HU33","2009",1325527,1.25,70
"HUXX","2009",0,NA,NA
"IS00","2009",319368,2.23,79.8
"ITC1","2009",4356322,1.43,79
"ITC2","2009",126369,1.63,78.5
"ITC3","2009",1577301,1.36,78.9
"ITC4","2009",9545515,1.57,79.3
"ITF1","2009",1306029,1.31,78.6
"ITF2","2009",316955,1.14,79.2
"ITF3","2009",5750382,1.47,77.5
"ITF4","2009",4043827,1.35,79.4
"ITF5","2009",583556,1.2,79.3
"ITF6","2009",1970780,1.32,78.7
"ITG1","2009",4990588,1.45,78.4
"ITG2","2009",1642583,1.17,78.5
"ITH1","2009",494559,1.57,80.3
"ITH2","2009",514881,1.61,80
"ITH3","2009",4827619,1.49,79.8
"ITH4","2009",1221392,1.38,79.1
"ITH5","2009",4277139,1.54,79.9
"ITI1","2009",3641389,1.39,80
"ITI2","2009",875261,1.39,80.1
"ITI3","2009",1536302,1.44,80.3
"ITI4","2009",5401837,1.44,78.7
"LI00","2009",35589,1.71,79.5
"LT01","2009",826445,1.51,67.3
"LT02","2009",2357411,1.5,67.1
"LU00","2009",493500,1.59,78.1
"LV00","2009",2162834,1.46,67.5
"ME00","2009",617157,1.85,72.9
"MK00","2009",2048619,1.52,72.3
"MT00","2009",410926,1.42,77.9
"NL11","2009",574092,1.65,78.2
"NL12","2009",644811,2,78.4
"NL13","2009",489918,2.02,78.5
"NL21","2009",1125435,1.95,78
"NL22","2009",1991062,1.83,78.5
"NL23","2009",383449,2.04,78.7
"NL31","2009",1210869,1.81,79.3
"NL32","2009",2646445,1.71,78.9
"NL33","2009",3481558,1.77,78.8
"NL34","2009",380984,1.88,79.4
"NL41","2009",2434560,1.78,78.6
"NL42","2009",1122604,1.65,78.4
"NO01","2009",1103100,1.88,79.3
"NO02","2009",374359,1.9,77.6
"NO03","2009",919900,1.9,77.9
"NO04","2009",696166,2.15,78.8
"NO05","2009",824865,2.07,79.3
"NO06","2009",417437,2,79.3
"NO07","2009",463425,2.02,78.4
"PL21","2009",3287136,1.41,73.2
"PL22","2009",4645665,1.33,71.1
"PL41","2009",3397617,1.48,72
"PL42","2009",1692957,1.36,71
"PL43","2009",1008962,1.43,70.7
"PL51","2009",2877059,1.31,70.9
"PL52","2009",1033040,1.14,72.8
"PL61","2009",2067918,1.42,71.3
"PL62","2009",1427073,1.48,70.7
"PL63","2009",2219512,1.54,72.5
"PT11","2009",3712554,1.24,77.1
"PT15","2009",440088,1.55,76.1
"PT16","2009",2341807,1.22,77.1
"PT17","2009",2792105,1.56,76.4
"PT18","2009",764652,1.31,75.6
"PT20","2009",246670,1.47,71.8
"PT30","2009",265138,1.17,72.4
"RO11","2009",2721468,1.37,69.2
"RO12","2009",2526062,1.44,70.2
"RO21","2009",3717621,1.48,69.7
"RO22","2009",2818346,1.35,69.6
"RO31","2009",3279786,1.41,69.3
"RO32","2009",2253093,1.31,71.8
"RO41","2009",2257752,1.26,69.8
"RO42","2009",1924488,1.26,69.5
"SE11","2009",1981263,1.94,79.9
"SE12","2009",1545587,1.9,79.2
"SE21","2009",807871,1.99,79.8
"SE22","2009",1367017,1.92,79.7
"SE23","2009",1851702,1.95,79.6
"SE31","2009",825149,1.94,78.6
"SE32","2009",370269,1.95,78.4
"SE33","2009",507489,1.88,79
"SI03","2009",1095836,1.48,74.8
"SI04","2009",936526,1.6,77.3
"SK01","2009",594966,1.43,73.6
"SK02","2009",1845563,1.25,71.5
"SK03","2009",1349903,1.38,70.7
"SK04","2009",1591969,1.68,71.3
"TR10","2009",12697164,1.73,73.7
"TR21","2009",1502358,1.54,72.8
"TR22","2009",1605067,1.51,72.9
"TR31","2009",3795978,1.55,73.6
"TR32","2009",2674760,1.71,74.5
"TR33","2009",2914110,1.77,72.7
"TR41","2009",3442871,1.67,72.9
"TR42","2009",3136555,1.84,73.2
"TR51","2009",4548939,1.66,74.5
"TR52","2009",2200013,2.11,73.3
"TR61","2009",2514175,1.85,75.2
"TR62","2009",3629227,2.09,73.4
"TR63","2009",2907289,2.57,74.4
"TR71","2009",1492804,2.1,72.7
"TR72","2009",2299704,2.15,73.1
"TR81","2009",1020767,1.69,73
"TR82","2009",737308,1.8,73
"TR83","2009",2719954,1.88,73.1
"TR90","2009",2507387,1.84,73.7
"TRA1","2009",1061287,2.31,73
"TRA2","2009",1140575,3.21,72.2
"TRB1","2009",1623891,2.07,73.9
"TRB2","2009",1994165,3.69,71.6
"TRC1","2009",2318281,2.97,72.7
"TRC2","2009",3067052,3.73,72.7
"TRC3","2009",1965419,3.79,74
"UKC1","2009",1165178,1.91,77
"UKC2","2009",1407170,1.74,77.5
"UKD1","2009",500823,1.9,78.8
"UKD3","2009",2630100,1.97,76.4
"UKD4","2009",1452056,1.99,76.9
"UKD6","2009",895916,1.88,79.2
"UKD7","2009",1493563,1.79,76.4
"UKE1","2009",912723,1.91,77.5
"UKE2","2009",787264,1.82,79.6
"UKE3","2009",1319708,1.86,77.6
"UKE4","2009",2191368,2,77.4
"UKF1","2009",2076533,1.86,78.3
"UKF2","2009",1676611,1.94,78.6
"UKF3","2009",703231,1.92,78.6
"UKG1","2009",1284388,1.86,79.1
"UKG2","2009",1551138,1.94,78.1
"UKG3","2009",2676535,2.06,77.5
"UKH1","2009",2341273,1.91,79.7
"UKH2","2009",1688942,2.03,79.4
"UKH3","2009",1699785,2,79.9
"UKI3","2009",1074595,NA,NA
"UKI4","2009",2032253,NA,NA
"UKI5","2009",1689986,NA,NA
"UKI6","2009",1197733,NA,NA
"UKI7","2009",1883357,NA,NA
"UKJ1","2009",2221257,1.95,79.7
"UKJ2","2009",2686149,1.86,80
"UKJ3","2009",1862903,1.84,80.1
"UKJ4","2009",1688611,1.99,78.7
"UKK1","2009",2307856,1.85,79.5
"UKK2","2009",1255012,1.94,80
"UKK3","2009",527976,1.96,78.7
"UKK4","2009",1125102,1.91,79.1
"UKL1","2009",1919910,1.87,77.2
"UKL2","2009",1112230,1.86,78.7
"UKM5","2009",463461,1.73,77.4
"UKM6","2009",460799,1.87,77.4
"UKN0","2009",1786187,1.99,77.6
"AT11","2010",283697,1.28,77.8
"AT12","2010",1605897,1.47,77.7
"AT13","2010",1689995,1.42,76.7
"AT21","2010",557998,1.43,77.8
"AT22","2010",1205045,1.36,77.9
"AT31","2010",1409253,1.55,78.1
"AT32","2010",526730,1.47,78.8
"AT33","2010",704662,1.42,79.2
"AT34","2010",368366,1.56,79
"BE10","2010",1089538,2.04,77.1
"BE21","2010",1744862,1.93,78.7
"BE22","2010",838505,1.7,79
"BE23","2010",1432326,1.79,78.2
"BE24","2010",1076924,1.78,79.1
"BE25","2010",1159366,1.8,78.4
"BE31","2010",379515,1.82,78.2
"BE32","2010",1309880,1.86,74.4
"BE33","2010",1067685,1.87,76.2
"BE34","2010",269023,1.98,75.6
"BE35","2010",472281,1.88,75.5
"BG31","2010",865332,1.76,69.5
"BG32","2010",873801,1.51,69.9
"BG33","2010",971932,1.61,69.8
"BG34","2010",1087181,1.81,69.2
"BG41","2010",2132634,1.41,71.5
"BG42","2010",1490886,1.62,70.9
"CH01","2010",1462210,1.56,80.4
"CH02","2010",1741923,1.54,79.8
"CH03","2010",1060753,1.51,80.4
"CH04","2010",1351297,1.51,80.5
"CH05","2010",1094202,1.49,79.9
"CH06","2010",739701,1.54,80.6
"CH07","2010",335720,1.4,80.5
"CY00","2010",819140,1.44,79.2
"CZ01","2010",1227932,1.43,76.4
"CZ02","2010",1247330,1.58,74.7
"CZ03","2010",1205834,1.5,75.1
"CZ04","2010",1133425,1.57,72.7
"CZ05","2010",1506467,1.55,75.1
"CZ06","2010",1671993,1.49,75.3
"CZ07","2010",1229931,1.46,73.9
"CZ08","2010",1239176,1.5,72.7
"DE11","2010",4000848,1.4,79.5
"DE12","2010",2740503,1.33,79.1
"DE13","2010",2196018,1.39,79.8
"DE14","2010",1807552,1.41,79.7
"DE21","2010",4346465,1.38,79.5
"DE22","2010",1189194,1.37,77.8
"DE23","2010",1081417,1.34,77.5
"DE24","2010",1076400,1.32,77.2
"DE25","2010",1710145,1.35,78
"DE26","2010",1321957,1.29,78.7
"DE27","2010",1784753,1.42,79
"DE30","2010",3442675,1.34,78
"DE40","2010",2511525,1.45,77
"DE50","2010",661716,1.31,76.9
"DE60","2010",1774224,1.29,78.2
"DE71","2010",3792941,1.42,79.5
"DE72","2010",1044269,1.34,78.3
"DE73","2010",1224741,1.38,78.1
"DE80","2010",1651216,1.48,76
"DE91","2010",1616720,1.34,77.8
"DE92","2010",2142440,1.38,77.8
"DE93","2010",1693654,1.5,77.9
"DE94","2010",2476001,1.46,78
"DEA1","2010",5172839,1.39,77.2
"DEA2","2010",4383044,1.39,78.4
"DEA3","2010",2597636,1.41,77.3
"DEA4","2010",2043212,1.5,78.2
"DEA5","2010",3676032,1.36,77.1
"DEB1","2010",1490711,1.41,78.1
"DEB2","2010",513794,1.38,78.3
"DEB3","2010",2008170,1.37,78.2
"DEC0","2010",1022585,1.27,76.9
"DED2","2010",1631486,1.54,NA
"DEE0","2010",2356219,1.41,75.8
"DEF0","2010",2832027,1.45,77.9
"DEG0","2010",2249882,1.43,76.9
"DK01","2010",1680271,1.76,76.5
"DK02","2010",820564,2,76.3
"DK03","2010",1200277,2,77.4
"DK04","2010",1253998,1.92,78.2
"DK05","2010",579628,1.93,77.6
"EE00","2010",1333290,1.72,70.9
"EL30","2010",4002871,1.38,77.7
"EL41","2010",200179,1.5,78.4
"EL42","2010",332652,1.48,78.8
"EL43","2010",623113,1.69,78.8
"EL51","2010",610112,1.62,76.4
"EL52","2010",1921906,1.5,77.6
"EL53","2010",286450,1.49,78.7
"EL54","2010",345960,1.46,79.8
"EL61","2010",746976,1.6,78.4
"EL62","2010",208675,1.56,79.6
"EL63","2010",692269,1.52,77.6
"EL64","2010",559655,1.52,78.6
"EL65","2010",588471,1.59,78.4
"ES11","2010",2772466,1.09,78.8
"ES12","2010",1077102,1.04,77.7
"ES13","2010",588512,1.26,78.7
"ES21","2010",2179521,1.33,79.4
"ES22","2010",633023,1.44,81
"ES23","2010",319934,1.44,80.5
"ES24","2010",1344181,1.36,79.5
"ES30","2010",6373546,1.37,80.7
"ES41","2010",2547401,1.2,80.1
"ES42","2010",2084468,1.43,80.4
"ES43","2010",1099610,1.34,78.4
"ES51","2010",7463488,1.46,79.4
"ES52","2010",4989631,1.36,78.9
"ES53","2010",1083679,1.35,79
"ES61","2010",8276008,1.45,77.9
"ES62","2010",1453543,1.59,79.2
"ES63","2010",79294,1.99,75.8
"ES64","2010",76049,2.36,78.9
"ES70","2010",2045163,1.11,78.9
"FI19","2010",1355168,1.93,77.5
"FI1B","2010",1517542,1.7,77.2
"FI1C","2010",1153839,1.81,76.3
"FI1D","2010",1297144,2.1,76.2
"FI20","2010",27734,1.83,81.2
"FR10","2010",11786234,2.05,80
"FRB0","2010",2548065,2.09,78
"FRC1","2010",1642115,1.94,77.6
"FRC2","2010",1171763,2.08,78.3
"FRD1","2010",1473494,2,77.5
"FRD2","2010",1836954,2.1,76.8
"FRE1","2010",4038157,2.1,75.3
"FRE2","2010",1914844,2.11,76.4
"FRF1","2010",1845687,1.88,78.8
"FRF2","2010",1335923,2,77
"FRF3","2010",2350920,1.83,77.4
"FRG0","2010",3571495,2.13,78.7
"FRH0","2010",3199066,2.02,77.3
"FRI1","2010",3232352,1.84,78.7
"FRI2","2010",742771,1.8,77.9
"FRI3","2010",1770363,1.94,78.3
"FRJ1","2010",2636350,1.97,78.2
"FRJ2","2010",2881756,1.86,79.5
"FRK1","2010",1347387,1.91,77.5
"FRK2","2010",6230691,2.06,79.6
"FRL0","2010",4899155,2.05,79
"FRM0","2010",309693,1.62,79.3
"FRY2","2010",394173,2.02,77.9
"FRY3","2010",229040,3.37,75.3
"FRY4","2010",821136,2.36,75.6
"HR03","2010",1415971,1.54,75.2
"HR04","2010",2886876,1.55,72.6
"HU11","2010",1721556,1.08,73.6
"HU12","2010",1229880,1.34,71.4
"HU21","2010",1098654,1.22,70.6
"HU22","2010",996390,1.14,71.4
"HU23","2010",947986,1.22,70
"HU31","2010",1209142,1.41,68.9
"HU32","2010",1492502,1.31,69.8
"HU33","2010",1318214,1.15,70.5
"HUXX","2010",0,NA,NA
"IS00","2010",317630,2.2,79.8
"ITC1","2010",4362041,1.44,79.5
"ITC2","2010",126686,1.63,78.9
"ITC3","2010",1576443,1.37,79.4
"ITC4","2010",9600951,1.57,79.8
"ITF1","2010",1307778,1.37,79.3
"ITF2","2010",315536,1.24,79.5
"ITF3","2010",5758375,1.45,77.8
"ITF4","2010",4048007,1.35,80
"ITF5","2010",581140,1.2,80
"ITF6","2010",1966336,1.32,79.2
"ITG1","2010",4997429,1.44,79
"ITG2","2010",1641347,1.19,79.2
"ITH1","2010",498315,1.63,80.6
"ITH2","2010",518796,1.66,80.2
"ITH3","2010",4841933,1.5,80
"ITH4","2010",1221569,1.4,79.4
"ITH5","2010",4306684,1.54,80.2
"ITI1","2010",3657340,1.42,80.4
"ITI2","2010",880202,1.42,80
"ITI3","2010",1540272,1.42,80.8
"ITI4","2010",5442963,1.46,79
"LI00","2010",35894,1.4,79.5
"LT01","2010",824193,1.48,68.1
"LT02","2010",2317783,1.5,67.4
"LU00","2010",502066,1.63,77.9
"LV00","2010",2120504,1.36,67.9
"ME00","2010",619001,1.69,73.6
"MK00","2010",2052722,1.56,72.9
"MT00","2010",414027,1.36,79.3
"NL11","2010",576668,1.61,77.8
"NL12","2010",646305,2,79.2
"NL13","2010",490981,1.95,78.4
"NL21","2010",1130345,1.95,78.7
"NL22","2010",1998936,1.83,78.8
"NL23","2010",387881,2.04,79.8
"NL31","2010",1220910,1.82,79.6
"NL32","2010",2669084,1.72,79.2
"NL33","2010",3505611,1.78,78.9
"NL34","2010",381409,1.89,79
"NL41","2010",2444158,1.79,79
"NL42","2010",1122701,1.64,78.3
"NO01","2010",1123359,1.87,79.5
"NO02","2010",375925,1.84,78.1
"NO03","2010",928852,1.85,78.5
"NO04","2010",706823,2.15,78.9
"NO05","2010",835517,1.99,79.4
"NO06","2010",422102,2.01,79.4
"NO07","2010",465621,1.96,78.7
"PL21","2010",3280603,1.4,73.8
"PL22","2010",4590630,1.34,71.7
"PL41","2010",3410721,1.48,72.6
"PL42","2010",1696985,1.31,71.6
"PL43","2010",1009605,1.36,71.7
"PL51","2010",2876509,1.29,71.8
"PL52","2010",975283,1.14,73
"PL61","2010",2074489,1.39,71.5
"PL62","2010",1428496,1.4,71.5
"PL63","2010",2234955,1.5,73.2
"PT11","2010",3705980,1.27,77.2
"PT15","2010",445824,1.58,77.2
"PT16","2010",2337787,1.26,77.2
"PT17","2010",2808205,1.63,76.7
"PT18","2010",762068,1.37,76.3
"PT20","2010",246900,1.44,72.5
"PT30","2010",266715,1.27,73
"RO11","2010",2719719,1.34,70
"RO12","2010",2524418,1.4,70.7
"RO21","2010",3712396,1.41,69.6
"RO22","2010",2811218,1.32,69.5
"RO31","2010",3267270,1.36,69.7
"RO32","2010",2261698,1.28,72.1
"RO41","2010",2246033,1.2,70.3
"RO42","2010",1919434,1.22,69.8
"SE11","2010",2019182,1.98,79.7
"SE12","2010",1558292,1.96,79.9
"SE21","2010",810066,2.05,79.8
"SE22","2010",1383653,1.95,79.4
"SE23","2010",1866283,2.01,79.9
"SE31","2010",825931,1.99,79.3
"SE32","2010",369708,2.05,78.7
"SE33","2010",507567,1.88,79
"SI03","2010",1099674,1.51,75.4
"SI04","2010",947302,1.65,77.7
"SK01","2010",597999,1.45,73.5
"SK02","2010",1842763,1.25,72
"SK03","2010",1350286,1.36,71.1
"SK04","2010",1599362,1.64,71.4
"TR10","2010",12915158,1.74,74.7
"TR21","2010",1511952,1.52,73.5
"TR22","2010",1617820,1.51,73.6
"TR31","2010",3868308,1.52,74.7
"TR32","2010",2707898,1.67,75
"TR33","2010",2940947,1.76,73.6
"TR41","2010",3508133,1.65,73.7
"TR42","2010",3193210,1.79,74.1
"TR51","2010",4650802,1.63,75.6
"TR52","2010",2224547,2.07,74
"TR61","2010",2592075,1.8,75.4
"TR62","2010",3703114,2.07,74.1
"TR63","2010",2957713,2.56,75
"TR71","2010",1504789,2.02,73.8
"TR72","2010",2326584,2.07,74
"TR81","2010",1026825,1.63,74
"TR82","2010",745976,1.76,74.1
"TR83","2010",2739487,1.83,73.9
"TR90","2010",2526619,1.79,74.8
"TRA1","2010",1062205,2.29,74.2
"TRA2","2010",1135856,3.4,72.8
"TRB1","2010",1626357,2.04,74.4
"TRB2","2010",2012044,3.63,71.9
"TRC1","2010",2364249,2.93,73.6
"TRC2","2010",3128748,3.77,73
"TRC3","2010",1969896,3.74,74.1
"UKC1","2010",1168781,1.99,77.8
"UKC2","2010",1412315,1.78,77.6
"UKD1","2010",500458,1.91,78.5
"UKD3","2010",2651011,1.99,76.9
"UKD4","2010",1455120,1.99,77.4
"UKD6","2010",898513,1.96,79.3
"UKD7","2010",1498042,1.84,76.8
"UKE1","2010",914144,1.94,78.3
"UKE2","2010",791442,1.79,80
"UKE3","2010",1328405,1.86,78.1
"UKE4","2010",2205139,2.03,77.5
"UKF1","2010",2090780,1.92,78.6
"UKF2","2010",1689857,1.98,78.8
"UKF3","2010",708733,1.94,79.2
"UKG1","2010",1288952,1.94,79.7
"UKG2","2010",1558437,1.93,78.5
"UKG3","2010",2699492,2.07,77.8
"UKH1","2010",2361712,1.95,80
"UKH2","2010",1706697,2.07,79.8
"UKH3","2010",1711120,2.02,79.5
"UKI3","2010",1081014,NA,NA
"UKI4","2010",2076113,NA,NA
"UKI5","2010",1720016,NA,NA
"UKI6","2010",1208538,NA,NA
"UKI7","2010",1916940,NA,NA
"UKJ1","2010",2242650,2,80.2
"UKJ2","2010",2709001,1.9,80.2
"UKJ3","2010",1877812,1.9,80
"UKJ4","2010",1705146,2.02,79.5
"UKK1","2010",2324183,1.95,79.7
"UKK2","2010",1261896,1.95,80.1
"UKK3","2010",530325,1.98,79.8
"UKK4","2010",1127629,1.91,80
"UKL1","2010",1924712,1.95,77.8
"UKL2","2010",1119494,1.88,78.6
"UKM5","2010",468596,1.66,77.9
"UKM6","2010",463388,1.87,77.1
"UKN0","2010",1799019,2.02,77.5
"AT11","2011",284581,1.28,78.1
"AT12","2011",1609474,1.48,78
"AT13","2011",1702855,1.42,77.1
"AT21","2011",556718,1.4,78.6
"AT22","2011",1206611,1.33,78.4
"AT31","2011",1410222,1.53,78.6
"AT32","2011",527886,1.46,79.1
"AT33","2011",707517,1.4,79.6
"AT34","2011",369300,1.53,79.4
"BE10","2011",1136778,1.95,78.5
"BE21","2011",1773267,1.88,79.2
"BE22","2011",846851,1.7,79.1
"BE23","2011",1448928,1.77,78.2
"BE24","2011",1088692,1.71,79.6
"BE25","2011",1168002,1.78,78.8
"BE31","2011",383648,1.73,78.8
"BE32","2011",1319745,1.84,74.7
"BE33","2011",1082136,1.83,76.3
"BE34","2011",273205,1.93,76
"BE35","2011",479386,1.86,76.3
"BG31","2011",848230,1.73,69.7
"BG32","2011",862120,1.42,70.3
"BG33","2011",966328,1.55,70.5
"BG34","2011",1078597,1.77,69.7
"BG41","2011",2133731,1.34,71.8
"BG42","2011",1480425,1.54,71
"CH01","2011",1483680,1.53,80.7
"CH02","2011",1755696,1.54,79.7
"CH03","2011",1070820,1.48,80.6
"CH04","2011",1373068,1.5,80.9
"CH05","2011",1103641,1.54,80.3
"CH06","2011",749476,1.55,80.7
"CH07","2011",333753,1.43,81.2
"CY00","2011",839751,1.35,79.3
"CZ01","2011",1234037,1.35,77
"CZ02","2011",1264986,1.53,74.9
"CZ03","2011",1207027,1.39,75.2
"CZ04","2011",1132252,1.49,73.2
"CZ05","2011",1508735,1.45,75.2
"CZ06","2011",1675872,1.43,75.5
"CZ07","2011",1229117,1.36,74.3
"CZ08","2011",1234705,1.38,73
"DE11","2011",3910637,1.37,79.5
"DE12","2011",2663588,1.31,78.9
"DE13","2011",2142723,1.36,79.6
"DE14","2011",1761557,1.39,79.5
"DE21","2011",4313946,1.36,79.5
"DE22","2011",1172475,1.34,77.5
"DE23","2011",1071424,1.28,77.8
"DE24","2011",1065322,1.3,77.5
"DE25","2011",1679849,1.32,77.8
"DE26","2011",1302144,1.3,78.8
"DE27","2011",1778244,1.39,78.8
"DE30","2011",3278346,1.31,77.4
"DE40","2011",2461242,1.41,77.2
"DE50","2011",651467,1.27,77
"DE60","2011",1705700,1.26,77.7
"DE71","2011",3734199,1.41,79
"DE72","2011",1027159,1.33,78.3
"DE73","2011",1208050,1.38,77.9
"DE80","2011",1614789,1.41,76.1
"DE91","2011",1579623,1.3,78
"DE92","2011",2093945,1.35,77.6
"DE93","2011",1669999,1.45,77.4
"DE94","2011",2435261,1.43,77.5
"DEA1","2011",5081231,1.35,77.4
"DEA2","2011",4282911,1.35,78.3
"DEA3","2011",2568358,1.37,77.6
"DEA4","2011",2031337,1.46,78.4
"DEA5","2011",3581355,1.32,76.9
"DEB1","2011",1486160,1.4,78
"DEB2","2011",518554,1.31,78
"DEB3","2011",1989471,1.36,78.1
"DEC0","2011",1001879,1.27,76.9
"DED2","2011",1594568,1.53,78
"DED4","2011",1505254,1.48,77.2
"DED5","2011",966434,1.4,77.5
"DEE0","2011",2297386,1.4,76
"DEF0","2011",2800134,1.37,77.9
"DEG0","2011",2195344,1.41,77.1
"DK01","2011",1699387,1.64,77.4
"DK02","2011",819763,1.83,76.7
"DK03","2011",1200656,1.85,77.6
"DK04","2011",1260993,1.85,78.8
"DK05","2011",579829,1.82,78.3
"EE00","2011",1329660,1.61,71.4
"EL30","2011",3992912,1.33,77.6
"EL41","2011",200831,1.38,78.9
