"Ateco Code","Description","Registered","Active","Signed","Ceased","Change","Registered Societ√† di capitale","Active Societ√† di capitale","Signed Societ√† di capitale","Ceased Societ√† di capitale","Change Societ√† di capitale","Registered Societ√† di persone","Active Societ√† di persone","Signed Societ√† di persone","Ceased Societ√† di persone","Change Societ√† di eersone","Registered Ditte individuali","Active Ditte individuali","Signed Ditte individuali","Ceased Ditte individuali","Change Ditte individuali","Registered Other forms","Active Other forms","Signed Other forms","Ceased Other forms","Change Other forms","Year","Percentage active","Percentage change active","Percentage change active Societ√† di capitale","Percentage change active Societ√† di persone","Percentage change active Ditte individuali","Percentage change active Other forms","Percentage change ceased","Percentage change ceased Societ√† di capitale","Percentage change ceased Societ√† di persone","Percentage change ceased Ditte individuali","Percentage change ceased Other forms"
"R92","Attivit‡ riguardanti le lotterie, le scommesse, le case d.. ",3230,3011,243,283,311,1126,976,26,46,151,548,488,11,42,63,1519,1513,206,194,93,37,34,0,1,4,"2010",93.22,175.23,353.95,251.08,988.49,-94.34,342.19,253.85,425,1516.67,-96.77
"R93","Attivit‡ sportive, di intrattenimento e di divertimento     ",42505,37953,2272,2600,1858,13328,10639,231,492,942,9716,8537,129,479,548,14057,13934,1582,1457,271,5404,4843,330,172,97,"2010",89.29,1160.48,990.06,1649.39,820.95,14144.12,818.73,969.57,1040.48,651.03,17100
"S","Altre attivit‡ di servizi                                   ",229424,220654,11467,11869,4052,13934,10757,215,463,808,38121,34674,574,1919,1708,172863,172213,10496,9317,1406,4506,3010,182,170,130,"2010",96.18,481.39,1.11,306.16,1135.92,-37.85,356.5,-5.89,300.63,539.46,-1.16
"S94","Attivit‡ di organizzazioni associative                      ",1693,1417,108,64,31,93,61,1,8,-4,39,33,0,0,1,2,2,0,0,0,1559,1321,107,56,34,"2010",83.7,-99.36,-99.43,-99.9,-100,-56.11,-99.46,-98.27,-100,-100,-67.06
"S95","Riparazione di computer e di beni per uso personale e per.. ",45074,43504,2490,2949,307,2835,2301,55,106,118,6881,6233,84,327,48,35144,34821,2350,2505,139,214,149,1,11,2,"2010",96.52,2970.15,3672.13,18787.88,1740950,-88.72,4507.81,1225,Inf,Inf,-80.36
"S96","Altre attivit‡ di servizi per la persona                    ",182657,175733,8869,8856,3714,11006,8395,159,349,694,31201,28408,490,1592,1659,137717,137390,8146,6812,1267,2733,1540,74,103,94,"2010",96.21,303.95,264.84,355.77,294.56,933.56,200.31,229.25,386.85,171.94,836.36
"T","Attivit‡ di famiglie e convivenze come datori di lavoro p.. ",12,5,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,9,4,0,1,0,"2010",41.67,-100,-100,-100,-100,-99.74,-99.98,-100,-99.94,-100,-99.03
"T97","Attivit‡ di famiglie e convivenze come datori di lavoro p.. ",12,5,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,9,4,0,1,0,"2010",41.67,0,NA,0,NA,0,0,NA,0,NA,0
"T98","Produzione di beni e servizi indifferenziati per uso prop.. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010",NA,-100,NA,-100,NA,-100,-100,NA,-100,NA,-100
"U","Organizzazioni ed organismi extraterritoriali               ",9,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,6,4,0,0,0,"2010",55.56,Inf,NA,NA,Inf,Inf,NA,NA,NA,NA,NA
"U99","Organizzazioni ed organismi extraterritoriali               ",9,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,6,4,0,0,0,"2010",55.56,0,NA,NA,0,0,NA,NA,NA,NA,NA
"NC","Imprese non classificate                                    ",365476,10008,143208,24397,-107405,185131,768,67578,9444,-53318,110527,621,35176,10240,-32290,26347,4781,32183,2915,-16026,43471,3838,8271,1798,-5771,"2010",2.74,200060,Inf,Inf,478000,95850,Inf,Inf,Inf,Inf,Inf
"TOT","TOTALE                                                      ",6109217,5281934,410736,389076,2452,1351831,929340,88323,49141,4146,1168065,909490,49267,64288,-2632,3377628,3319141,261430,267338,926,211693,123963,11716,8309,12,"2010",86.46,52677.12,120907.81,146355.72,69323.57,3129.89,1494.77,420.34,527.81,9071.11,362.12
"A","Agricoltura, silvicoltura pesca                             ",837624,828921,25186,50803,3433,13621,11438,270,342,879,58745,57055,1812,1833,734,750145,749517,22952,47586,1354,15113,10911,152,1042,466,"2011",98.96,-84.31,-98.77,-93.73,-77.42,-91.2,-86.94,-99.3,-97.15,-82.2,-87.46
"A01","Coltivazioni agricole e produzione di prodotti animali, c.. ",814576,806809,24101,49646,3088,12528,10578,254,310,831,55390,53944,1770,1704,676,733802,733251,21942,46688,1194,12856,9036,135,944,387,"2011",99.05,-2.67,-7.52,-5.45,-2.17,-17.18,-2.28,-9.36,-7.04,-1.89,-9.4
"A02","Silvicoltura ed utilizzo di aree forestali                  ",10581,10246,654,612,149,602,514,13,13,34,1153,1069,31,58,20,7951,7909,597,497,67,875,754,13,44,28,"2011",96.83,-98.73,-95.14,-98.02,-98.92,-91.66,-98.77,-95.81,-96.6,-98.94,-95.34
"A03","Pesca e acquacoltura                                        ",12467,11866,431,545,196,491,346,3,19,14,2202,2042,11,71,38,8392,8357,413,401,93,1382,1121,4,54,51,"2011",95.18,15.81,-32.68,91.02,5.66,48.67,-10.95,46.15,22.41,-19.32,22.73
"B","Estrazione di minerali da cave e miniere                    ",4872,3745,19,224,42,2817,2109,8,59,45,1034,781,1,31,-6,851,760,10,116,1,170,95,0,18,2,"2011",76.87,-68.44,509.54,-61.75,-90.91,-91.53,-58.9,210.53,-56.34,-71.07,-66.67
"B05","Estrazione di carbone (esclusa torba)                       ",21,12,0,2,-1,12,6,0,1,-1,6,4,0,0,0,2,2,0,0,0,1,0,0,1,0,"2011",57.14,-99.68,-99.72,-99.49,-99.74,-100,-99.11,-98.31,-100,-100,-94.44
"B06","Estraz.di petrolio greggio e di gas naturale                ",70,53,0,7,0,50,35,0,5,0,2,1,0,0,0,15,15,0,1,0,3,2,0,1,0,"2011",75.71,341.67,483.33,-75,650,Inf,250,400,NA,Inf,0
"B07","Estrazione di minerali metalliferi                          ",69,28,1,5,0,47,19,1,2,1,15,7,0,1,0,3,0,0,2,-1,4,2,0,0,0,"2011",40.58,-47.17,-45.71,600,-100,0,-28.57,-60,Inf,100,-100
"B08","Altre attivit‡ di estrazione di minerali da cave e miniere  ",4659,3610,15,206,39,2675,2023,7,49,42,1005,764,1,29,-7,824,736,7,113,3,155,87,0,15,1,"2011",77.48,12792.86,10547.37,10814.29,Inf,4250,4020,2350,2800,5550,Inf
"B09","Attivit‡ dei servizi di supporto all'estrazione             ",53,42,3,4,4,33,26,0,2,3,6,5,0,1,1,7,7,3,0,-1,7,4,0,1,1,"2011",79.25,-98.84,-98.71,-99.35,-99.05,-95.4,-98.06,-95.92,-96.55,-100,-93.33
"C","Attivit‡ manifatturiere                                     ",617768,538347,19570,36776,7428,201628,153837,2435,7489,5083,147329,123985,976,6415,356,258641,254254,15994,22073,1513,10170,6271,165,799,476,"2011",87.14,1281678.57,591580.77,2479600,3632100,156675,919300,374350,641400,Inf,79800
"C10","Industrie alimentari                                        ",63708,56389,1314,3067,1576,13469,10310,136,356,547,20023,17432,127,641,469,27515,26962,1032,1876,443,2701,1685,19,194,117,"2011",88.51,-89.53,-93.3,-85.94,-89.4,-73.13,-91.66,-95.25,-90.01,-91.5,-75.72
"C11","Industria delle bevande                                     ",3997,3290,29,142,97,1903,1483,8,44,56,998,857,5,22,5,762,720,15,57,19,334,230,1,19,17,"2011",82.31,-94.17,-85.62,-95.08,-97.33,-86.35,-95.37,-87.64,-96.57,-96.96,-90.21
"C12","Industria del tabacco                                       ",103,61,0,6,-2,53,34,0,3,-1,10,8,0,0,0,2,2,0,0,0,38,17,0,3,-1,"2011",59.22,-98.15,-97.71,-99.07,-99.72,-92.61,-95.77,-93.18,-100,-100,-84.21
"C13","Industrie tessili                                           ",22086,18220,787,1625,184,8325,5874,75,484,128,5302,4193,44,276,-5,8182,8016,664,836,50,277,137,4,29,11,"2011",82.5,29768.85,17176.47,52312.5,400700,705.88,26983.33,16033.33,Inf,Inf,866.67
"C14","Confezione di articoli di abbigliamento; confezione di ar.. ",59685,50359,4066,5924,512,16191,10662,194,793,291,10528,7907,62,784,20,32134,31386,3792,4263,172,832,404,18,84,29,"2011",84.37,176.39,81.51,88.58,291.54,194.89,264.55,63.84,184.06,409.93,189.66
"C15","Fabbricazione di articoli in pelle e simili                 ",26737,22178,1327,2065,290,8738,6104,124,342,220,6357,4856,35,342,-3,11412,11097,1164,1344,66,230,121,4,37,7,"2011",82.95,-55.96,-42.75,-38.59,-64.64,-70.05,-65.14,-56.87,-56.38,-68.47,-55.95
"C16","Industria del legno e dei prodotti in legno e sughero (es.. ",45122,41620,1018,2530,237,6683,5222,92,191,209,11266,9773,65,398,-9,26677,26320,852,1903,15,496,305,9,38,22,"2011",92.24,87.66,-14.45,101.26,137.18,152.07,22.52,-44.15,16.37,41.59,2.7
"C17","Fabbricazione di carta e di prodotti di carta               ",5802,4691,82,291,83,3234,2494,22,130,72,1372,1083,2,61,-10,1084,1047,55,85,12,112,67,3,15,9,"2011",80.85,-88.73,-52.24,-88.92,-96.02,-78.03,-88.5,-31.94,-84.67,-95.53,-60.53
"C18","Stampa e riproduzione di supporti registrati                ",23367,20112,564,1379,298,7318,5476,80,273,175,7042,5956,37,351,51,8396,8268,438,700,47,611,412,9,55,25,"2011",86.07,328.74,119.57,449.95,689.68,514.93,373.88,110,475.41,723.53,266.67
"C19","Fabbricazione di coke e prodotti derivanti dalla raffinaz.. ",589,411,2,31,14,490,344,2,25,12,64,41,0,2,0,28,24,0,4,1,7,2,0,0,1,"2011",69.78,-97.96,-93.72,-99.31,-99.71,-99.51,-97.75,-90.84,-99.43,-99.43,-100
"C20","Fabbricazione di prodotti chimici                           ",8100,6301,86,423,126,5532,4175,49,266,125,1482,1134,5,76,-3,1000,942,32,76,3,86,50,0,5,1,"2011",77.79,1433.09,1113.66,2665.85,3825,2400,1264.52,964,3700,1800,Inf
"C21","Fabbricazione di prodotti farmaceutici di base e di prepa.. ",1028,799,9,77,11,905,709,6,61,12,73,50,0,14,-1,39,34,3,2,-1,11,6,0,0,1,"2011",77.72,-87.32,-83.02,-95.59,-96.39,-88,-81.8,-77.07,-81.58,-97.37,-100
"C22","Fabbricazione di articoli in gomma e materie plastiche      ",15070,12518,305,806,154,8277,6508,100,308,139,3493,2882,19,174,-13,3070,2996,183,304,13,230,132,3,20,15,"2011",83.07,1466.71,817.91,5664,8711.76,2100,946.75,404.92,1142.86,15100,Inf
"C23","Fabbricazione di altri prodotti della lavorazione di miner. ",32663,28077,593,1634,313,11741,8896,99,353,278,8239,6970,42,287,-28,12160,11917,445,954,38,523,294,7,40,25,"2011",85.96,124.29,36.69,141.85,297.76,122.73,102.73,14.61,64.94,213.82,100
"C24","Metallurgia                                                 ",5076,3966,51,233,61,3153,2378,15,125,73,1138,864,6,52,-13,725,694,30,52,0,60,30,0,4,1,"2011",78.13,-85.87,-73.27,-87.6,-94.18,-89.8,-85.74,-64.59,-81.88,-94.55,-90
"C25","Fabbricazione di prodotti in metallo (esclusi macchinari .. ",120027,107714,3404,6237,927,36983,30058,499,1089,844,30565,26318,198,1131,-142,51009,50331,2664,3911,142,1470,1007,43,106,83,"2011",89.74,2615.94,1164,2946.06,7152.31,3256.67,2576.82,771.2,2075,7421.15,2550
"C26","Fabbricazione di computer e prodotti di elettronica e ott.. ",14470,11684,280,853,107,8139,6073,93,368,145,2618,2033,15,176,-23,3491,3438,170,292,-20,222,140,2,17,5,"2011",80.75,-89.15,-79.8,-92.28,-93.17,-86.1,-86.32,-66.21,-84.44,-92.53,-83.96
"C27","Fabbricazione di apparecchiature elettriche ed apparecchi.. ",17189,14345,402,952,215,8905,6920,117,369,206,3641,3003,35,187,-17,4379,4269,243,379,16,264,153,7,17,10,"2011",83.45,22.77,13.95,47.71,24.17,9.29,11.61,0.27,6.25,29.79,0
"C28","Fabbricazione di macchinari ed apparecchiature nca          ",38325,32429,579,1921,319,21251,16853,256,838,536,7385,6186,42,306,-90,9305,9151,274,755,-136,384,239,7,22,9,"2011",84.62,126.06,143.54,105.99,114.36,56.21,101.79,127.1,63.64,99.21,29.41
"C29","Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",4451,3542,97,270,42,2677,2008,29,106,47,861,710,8,56,-10,836,794,59,98,2,77,30,1,10,3,"2011",79.58,-89.08,-88.09,-88.52,-91.32,-87.45,-85.94,-87.35,-81.7,-87.02,-54.55
"C30","Fabbricazione di altri mezzi di trasporto                   ",7996,6618,198,486,85,3837,2830,54,151,102,1371,1111,10,75,-14,2579,2539,132,244,-9,209,138,2,16,6,"2011",82.77,86.84,40.94,56.48,219.77,360,80,42.45,33.93,148.98,60
"C31","Fabbricazione di mobili                                     ",30500,25636,622,1683,214,10484,7491,130,367,215,8961,7475,39,383,-40,10757,10510,448,910,18,298,160,5,23,21,"2011",84.05,287.37,164.7,572.82,313.94,15.94,246.3,143.05,410.67,272.95,43.75
"C32","Altre industrie manifatturiere                              ",45605,42766,1362,2425,381,7074,5549,69,262,205,10214,9182,62,437,42,27994,27799,1221,1706,115,323,236,10,20,19,"2011",93.77,66.82,-25.92,22.84,164.5,47.5,44.09,-28.61,14.1,87.47,-13.04
"C33","Riparazione, manutenzione ed installazione di macchine ed.. ",26072,24621,2393,1716,1184,6266,5386,186,185,447,4326,3961,118,184,190,15105,14998,2078,1322,507,375,276,11,25,40,"2011",94.43,-42.43,-2.94,-56.86,-46.05,16.95,-29.24,-29.39,-57.89,-22.51,25
"D","Fornitura di energia elettrica, gas, vapore e aria condiz.. ",6702,6336,544,326,1531,4881,4592,200,209,1179,522,489,18,26,171,891,886,308,51,139,408,369,18,40,42,"2011",94.54,-74.27,-14.74,-87.65,-94.09,33.7,-81,12.97,-85.87,-96.14,60
"D35","Fornitura di energia elettrica, gas, vapore e aria condiz.. ",6702,6336,544,326,1531,4881,4592,200,209,1179,522,489,18,26,171,891,886,308,51,139,408,369,18,40,42,"2011",94.54,0,0,0,0,0,0,0,0,0,0
"E","Fornitura di acqua; reti fognarie, attivit‡ di gestione d.. ",10666,9232,144,484,335,5274,4425,32,138,271,1611,1434,11,60,-10,2391,2347,86,166,35,1390,1026,15,120,39,"2011",86.56,45.71,-3.64,193.25,164.9,178.05,48.47,-33.97,130.77,225.49,200
"E36","Raccolta, trattamento e fornitura di acqua                  ",917,758,6,93,1,465,390,2,14,-1,89,72,0,5,0,66,63,1,3,0,297,233,3,71,2,"2011",82.66,-91.79,-91.19,-94.98,-97.32,-77.29,-80.79,-89.86,-91.67,-98.19,-40.83
"E37","Gestione delle reti fognarie                                ",1284,1183,12,56,29,485,425,4,19,17,295,285,3,7,2,393,390,3,24,6,111,83,2,6,4,"2011",92.13,56.07,8.97,295.83,519.05,-64.38,-39.78,35.71,40,700,-91.55
"E38","Attivit‡ di raccolta, trattamento e smaltimento dei rifiu.. ",7264,6241,117,287,317,3953,3292,25,100,231,1096,960,7,43,-4,1580,1548,77,114,50,635,441,8,30,40,"2011",85.92,427.56,674.59,236.84,296.92,431.33,412.5,426.32,514.29,375,400
"E39","Attivit‡ di risanamento e altri servizi di gestione dei r.. ",1201,1050,9,48,-12,371,318,1,5,24,131,117,1,5,-8,352,346,5,25,-21,347,269,2,13,-7,"2011",87.43,-83.18,-90.34,-87.81,-77.65,-39,-83.28,-95,-88.37,-78.07,-56.67
"F","Costruzioni                                                 ",906496,828767,49059,62221,12941,201053,162074,3672,5794,8287,115741,98046,1539,5538,1174,554191,547352,43347,47809,1803,35511,21295,501,3080,1677,"2011",91.43,78830.19,50866.67,83700,158094.22,7816.36,129527.08,115780,110660,191136,23592.31
"F41","Costruzione di edifici                                      ",349485,294281,10166,20496,7083,143812,114634,2367,4323,5271,57131,46377,575,2736,478,120782,117590,6948,10806,143,27760,15680,276,2631,1191,"2011",84.2,-64.49,-29.27,-52.7,-78.52,-26.37,-67.06,-25.39,-50.6,-77.4,-14.58
"F42","Ingegneria civile                                           ",12910,10954,364,652,334,5638,4564,116,155,204,1718,1439,29,87,1,3685,3584,171,296,20,1869,1367,48,114,109,"2011",84.85,-96.28,-96.02,-96.9,-96.95,-91.28,-96.82,-96.41,-96.82,-97.26,-95.67
"F43","Lavori di costruzione specializzati                         ",544101,523532,38529,41073,5524,51603,42876,1189,1316,2812,56892,50230,935,2715,695,429724,426178,36228,36707,1640,5882,4248,177,335,377,"2011",96.22,4679.37,839.44,3390.62,11791.13,210.75,6199.54,749.03,3020.69,12301.01,193.86
"G","Commercio all'ingrosso e al dettaglio; riparazione di aut.. ",1550863,1423547,71792,105831,32704,269211,205825,3868,9552,11490,279071,234118,2856,14679,6137,991856,976075,64938,80870,14587,10725,7529,130,730,490,"2011",91.79,171.91,380.05,366.09,129.03,77.24,157.67,625.84,440.66,120.31,117.91
"G45","Commercio all'ingrosso e al dettaglio e riparazione di au.. ",162656,150281,5618,8243,2800,31146,24767,476,891,1295,39669,34940,303,1380,521,91129,90062,4830,5936,951,712,512,9,36,33,"2011",92.39,-89.44,-87.97,-85.08,-90.77,-93.2,-92.21,-90.67,-90.6,-92.66,-95.07
"G46","Commercio all'ingrosso (escluso quello di autoveicoli e d.. ",516209,456596,22345,35111,8561,145778,109497,2262,5801,5224,79814,62569,640,4785,1040,285125,280868,19410,24178,2049,5492,3662,33,347,248,"2011",88.45,203.83,342.11,79.08,211.86,615.23,325.95,551.07,246.74,307.31,863.89
"G47","Commercio al dettaglio (escluso quello di autoveicoli e d.. ",871998,816670,43829,62477,21343,92287,71561,1130,2860,4971,159588,136609,1913,8514,4576,615602,605145,40698,50756,11587,4521,3355,88,347,209,"2011",93.66,78.86,-34.65,118.33,115.46,-8.38,77.94,-50.7,77.93,109.93,0
"H","Trasporto e magazzinaggio                                   ",178846,162068,3732,10716,4643,32918,26525,311,990,1760,24620,21037,96,1063,432,106272,104276,3089,7566,1259,15036,10230,236,1097,1192,"2011",90.62,-80.16,-62.93,-84.6,-82.77,204.92,-82.85,-65.38,-87.51,-85.09,216.14
"H49","Trasporto terrestre e mediante condotte                     ",142513,132089,2300,8295,2940,19666,15932,125,522,1190,20285,17405,73,805,279,96272,94412,2053,6554,1010,6290,4340,49,414,461,"2011",92.69,-18.5,-39.94,-17.26,-9.46,-57.58,-22.59,-47.27,-24.27,-13.38,-62.26
"H50","Trasporto marittimo e per vie d'acqua                       ",2442,2020,45,109,76,976,659,6,37,28,346,286,1,21,10,991,982,38,47,33,129,93,0,4,5,"2011",82.72,-98.47,-95.86,-98.36,-98.96,-97.86,-98.69,-92.91,-97.39,-99.28,-99.03
"H51","Trasporto aereo                                             ",363,225,1,22,8,297,185,1,17,5,25,14,0,2,2,20,17,0,1,0,21,9,0,2,1,"2011",61.98,-88.86,-71.93,-95.1,-98.27,-90.32,-79.82,-54.05,-90.48,-97.87,-50
"H52","Magazzinaggio e attivit‡ di supporto ai trasporti           ",29995,24464,1004,1910,1395,11331,9240,168,391,477,3557,2978,17,209,89,6712,6603,638,642,117,8395,5643,181,668,712,"2011",81.56,10772.89,4894.59,21171.43,38741.18,62600,8581.82,2200,10350,64100,33300
"H53","Servizi postali e attivit‡ di corriere                      ",3533,3270,382,380,224,648,509,11,23,60,407,354,5,26,52,2277,2262,360,322,99,201,145,6,9,13,"2011",92.56,-86.63,-94.49,-88.11,-65.74,-97.43,-80.1,-94.12,-87.56,-49.84,-98.65
"I","Attivit‡ dei servizi alloggio e ristorazione                ",392337,348919,16797,26491,18482,60768,48074,698,1668,4084,153430,126691,2482,7894,6924,173326,170344,13444,16681,7203,4813,3810,173,248,271,"2011",88.93,10570.31,9344.79,35688.42,7430.68,2527.59,6871.32,7152.17,30261.54,5080.43,2655.56
"I55","Alloggio                                                    ",46800,42646,1025,1862,1495,13955,11830,80,343,778,15963,14348,85,362,262,15819,15570,828,1107,393,1063,898,32,50,62,"2011",91.12,-87.78,-75.39,-88.67,-90.86,-76.43,-92.97,-79.44,-95.41,-93.36,-79.84
"I56","Attivit‡ dei servizi di ristorazione                        ",345537,306273,15772,24629,16987,46813,36244,618,1325,3306,137467,112343,2397,7532,6662,157507,154774,12616,15574,6810,3750,2912,141,198,209,"2011",88.64,618.18,206.37,682.99,894.05,224.28,1222.72,286.3,1980.66,1306.87,296
"J","Servizi di informazione e comunicazione                     ",125190,110319,6463,8258,3346,53926,43518,999,2093,2037,25049,22125,385,1507,466,39991,39765,4914,4263,592,6224,4911,165,395,251,"2011",88.12,-63.98,20.07,-80.31,-74.31,68.65,-66.47,57.96,-79.99,-72.63,99.49
"J58","Attivit‡ editoriali                                         ",13450,10723,340,849,271,6929,4937,75,310,171,1863,1463,14,148,31,3041,2987,204,280,29,1617,1336,47,111,40,"2011",79.72,-90.28,-88.66,-93.39,-92.49,-72.8,-89.72,-85.19,-90.18,-93.43,-71.9
"J59","Attivit‡ di produzione cinematografica, di video e di pro.. ",11948,9915,426,740,306,5555,3940,52,207,188,1800,1521,25,120,47,3786,3752,318,344,41,807,702,31,69,30,"2011",82.98,-7.54,-20.19,3.96,25.61,-47.46,-12.84,-33.23,-18.92,22.86,-37.84
"J60","Attivit‡ di programmazione e trasmissione                   ",2650,2147,18,140,45,1591,1256,4,52,27,445,375,0,35,1,207,197,5,19,4,407,319,9,34,13,"2011",81.02,-78.35,-68.12,-75.35,-94.75,-54.56,-81.08,-74.88,-70.83,-94.48,-50.72
"J61","Telecomunicazioni                                           ",10846,10202,805,1068,582,2315,1865,30,96,153,1246,1106,15,104,62,7149,7116,757,862,353,136,115,3,6,14,"2011",94.06,375.17,48.49,194.93,3512.18,-63.95,662.86,84.62,197.14,4436.84,-82.35
"J62","Produzione di software, consulenza informatica e attivit‡.. ",43475,38689,2706,2976,1210,21069,17496,531,927,881,7552,6731,190,526,176,13750,13709,1965,1458,115,1104,753,20,65,38,"2011",88.99,279.23,838.12,508.59,92.65,554.78,178.65,865.62,405.77,69.14,983.33
