"";"provincia";"sesso";"classe_eta";"popolazione_2018";"popolazione_2019"
"7567";"Terni";"maschi";"fino a 4 anni";3663;3452
"7568";"Terni";"maschi";"totale";107820;107257
"7569";"Terni";"totale";"10-14 anni";9705;9587
"7570";"Terni";"totale";"100 anni e più";73;68
"7571";"Terni";"totale";"15-19 anni";9571;9516
"7572";"Terni";"totale";"20-24 anni";9865;9865
"7573";"Terni";"totale";"25-29 anni";10356;10213
"7574";"Terni";"totale";"30-34 anni";11242;11106
"7575";"Terni";"totale";"35-39 anni";12846;12356
"7576";"Terni";"totale";"40-44 anni";15742;15045
"7577";"Terni";"totale";"45-49 anni";17736;17513
"7578";"Terni";"totale";"5-9 anni";8917;8721
"7579";"Terni";"totale";"50-54 anni";18321;18286
"7580";"Terni";"totale";"55-59 anni";16637;17173
"7581";"Terni";"totale";"60-64 anni";14979;15141
"7582";"Terni";"totale";"65-69 anni";14393;14155
"7583";"Terni";"totale";"70-74 anni";14110;14577
"7584";"Terni";"totale";"75-79 anni";12569;12188
"7585";"Terni";"totale";"80-84 anni";10029;10340
"7586";"Terni";"totale";"85-89 anni";6716;6700
"7587";"Terni";"totale";"90-94 anni";3076;3164
"7588";"Terni";"totale";"95-99 anni";828;867
"7589";"Terni";"totale";"fino a 4 anni";7204;6874
"7590";"Terni";"totale";"totale";224915;223455
"7591";"Torino";"femmine";"10-14 anni";48727;48923
"7592";"Torino";"femmine";"100 anni e più";424;426
"7593";"Torino";"femmine";"15-19 anni";48012;48356
"7594";"Torino";"femmine";"20-24 anni";47691;48035
"7595";"Torino";"femmine";"25-29 anni";52388;52074
"7596";"Torino";"femmine";"30-34 anni";57806;57193
"7597";"Torino";"femmine";"35-39 anni";64916;63431
"7598";"Torino";"femmine";"40-44 anni";81388;76992
"7599";"Torino";"femmine";"45-49 anni";92226;91115
"7600";"Torino";"femmine";"5-9 anni";47022;45927
"7601";"Torino";"femmine";"50-54 anni";93440;93500
"7602";"Torino";"femmine";"55-59 anni";84304;86848
"7603";"Torino";"femmine";"60-64 anni";76379;77219
"7604";"Torino";"femmine";"65-69 anni";72344;71684
"7605";"Torino";"femmine";"70-74 anni";70705;72410
"7606";"Torino";"femmine";"75-79 anni";64644;62575
"7607";"Torino";"femmine";"80-84 anni";54773;56465
"7608";"Torino";"femmine";"85-89 anni";36908;37475
"7609";"Torino";"femmine";"90-94 anni";16630;17400
"7610";"Torino";"femmine";"95-99 anni";4407;4578
"7611";"Torino";"femmine";"fino a 4 anni";40375;38829
"7612";"Torino";"femmine";"totale";1155509;1151455
"7613";"Torino";"maschi";"10-14 anni";52297;52444
"7614";"Torino";"maschi";"100 anni e più";63;67
"7615";"Torino";"maschi";"15-19 anni";51272;51410
"7616";"Torino";"maschi";"20-24 anni";52630;53077
"7617";"Torino";"maschi";"25-29 anni";55825;55848
"7618";"Torino";"maschi";"30-34 anni";58816;58749
"7619";"Torino";"maschi";"35-39 anni";64362;62666
"7620";"Torino";"maschi";"40-44 anni";79251;74958
"7621";"Torino";"maschi";"45-49 anni";90022;89091
"7622";"Torino";"maschi";"5-9 anni";50330;48750
"7623";"Torino";"maschi";"50-54 anni";90312;90278
"7624";"Torino";"maschi";"55-59 anni";78469;80980
"7625";"Torino";"maschi";"60-64 anni";70602;71401
"7626";"Torino";"maschi";"65-69 anni";64205;63718
"7627";"Torino";"maschi";"70-74 anni";61736;63074
"7628";"Torino";"maschi";"75-79 anni";52020;50323
"7629";"Torino";"maschi";"80-84 anni";39840;41640
"7630";"Torino";"maschi";"85-89 anni";20986;21776
"7631";"Torino";"maschi";"90-94 anni";6571;7096
"7632";"Torino";"maschi";"95-99 anni";1141;1192
"7633";"Torino";"maschi";"fino a 4 anni";42404;40953
"7634";"Torino";"maschi";"totale";1083154;1079491
"7635";"Torino";"totale";"10-14 anni";101024;101367
"7636";"Torino";"totale";"100 anni e più";487;493
"7637";"Torino";"totale";"15-19 anni";99284;99766
"7638";"Torino";"totale";"20-24 anni";100321;101112
"7639";"Torino";"totale";"25-29 anni";108213;107922
"7640";"Torino";"totale";"30-34 anni";116622;115942
"7641";"Torino";"totale";"35-39 anni";129278;126097
"7642";"Torino";"totale";"40-44 anni";160639;151950
"7643";"Torino";"totale";"45-49 anni";182248;180206
"7644";"Torino";"totale";"5-9 anni";97352;94677
"7645";"Torino";"totale";"50-54 anni";183752;183778
"7646";"Torino";"totale";"55-59 anni";162773;167828
"7647";"Torino";"totale";"60-64 anni";146981;148620
"7648";"Torino";"totale";"65-69 anni";136549;135402
"7649";"Torino";"totale";"70-74 anni";132441;135484
"7650";"Torino";"totale";"75-79 anni";116664;112898
"7651";"Torino";"totale";"80-84 anni";94613;98105
"7652";"Torino";"totale";"85-89 anni";57894;59251
"7653";"Torino";"totale";"90-94 anni";23201;24496
"7654";"Torino";"totale";"95-99 anni";5548;5770
"7655";"Torino";"totale";"fino a 4 anni";82779;79782
"7656";"Torino";"totale";"totale";2238663;2230946
"7657";"Toscana";"femmine";"10-14 anni";80223;80464
"7658";"Toscana";"femmine";"100 anni e più";826;875
"7659";"Toscana";"femmine";"15-19 anni";77646;78891
"7660";"Toscana";"femmine";"20-24 anni";77621;77853
"7661";"Toscana";"femmine";"25-29 anni";86142;85074
"7662";"Toscana";"femmine";"30-34 anni";96179;94969
"7663";"Toscana";"femmine";"35-39 anni";109007;106239
"7664";"Toscana";"femmine";"40-44 anni";136715;130442
"7665";"Toscana";"femmine";"45-49 anni";152192;151443
"7666";"Toscana";"femmine";"5-9 anni";76628;75099
"7667";"Toscana";"femmine";"50-54 anni";155850;155169
"7668";"Toscana";"femmine";"55-59 anni";140255;145154
"7669";"Toscana";"femmine";"60-64 anni";125421;127257
"7670";"Toscana";"femmine";"65-69 anni";116236;115520
"7671";"Toscana";"femmine";"70-74 anni";118814;121980
"7672";"Toscana";"femmine";"75-79 anni";103600;100741
"7673";"Toscana";"femmine";"80-84 anni";89621;92146
"7674";"Toscana";"femmine";"85-89 anni";62850;63066
"7675";"Toscana";"femmine";"90-94 anni";32815;33112
"7676";"Toscana";"femmine";"95-99 anni";9585;10012
"7677";"Toscana";"femmine";"fino a 4 anni";65086;62731
"7678";"Toscana";"femmine";"totale";1913312;1908237
"7679";"Toscana";"maschi";"10-14 anni";86074;86220
"7680";"Toscana";"maschi";"100 anni e più";164;169
"7681";"Toscana";"maschi";"15-19 anni";84253;85012
"7682";"Toscana";"maschi";"20-24 anni";86330;86852
"7683";"Toscana";"maschi";"25-29 anni";90806;89964
"7684";"Toscana";"maschi";"30-34 anni";95797;95067
"7685";"Toscana";"maschi";"35-39 anni";108046;105213
"7686";"Toscana";"maschi";"40-44 anni";133146;127146
"7687";"Toscana";"maschi";"45-49 anni";148722;147636
"7688";"Toscana";"maschi";"5-9 anni";80863;79190
"7689";"Toscana";"maschi";"50-54 anni";149895;149375
"7690";"Toscana";"maschi";"55-59 anni";132649;137412
"7691";"Toscana";"maschi";"60-64 anni";113717;116308
"7692";"Toscana";"maschi";"65-69 anni";105156;104168
"7693";"Toscana";"maschi";"70-74 anni";103441;106257
"7694";"Toscana";"maschi";"75-79 anni";83172;81173
"7695";"Toscana";"maschi";"80-84 anni";64795;67290
"7696";"Toscana";"maschi";"85-89 anni";36162;37151
"7697";"Toscana";"maschi";"90-94 anni";13471;13986
"7698";"Toscana";"maschi";"95-99 anni";2631;2782
"7699";"Toscana";"maschi";"fino a 4 anni";68741;65947
"7700";"Toscana";"maschi";"totale";1788031;1784318
"7701";"Toscana";"totale";"10-14 anni";166297;166684
"7702";"Toscana";"totale";"100 anni e più";990;1044
"7703";"Toscana";"totale";"15-19 anni";161899;163903
"7704";"Toscana";"totale";"20-24 anni";163951;164705
"7705";"Toscana";"totale";"25-29 anni";176948;175038
"7706";"Toscana";"totale";"30-34 anni";191976;190036
"7707";"Toscana";"totale";"35-39 anni";217053;211452
"7708";"Toscana";"totale";"40-44 anni";269861;257588
"7709";"Toscana";"totale";"45-49 anni";300914;299079
"7710";"Toscana";"totale";"5-9 anni";157491;154289
"7711";"Toscana";"totale";"50-54 anni";305745;304544
"7712";"Toscana";"totale";"55-59 anni";272904;282566
"7713";"Toscana";"totale";"60-64 anni";239138;243565
"7714";"Toscana";"totale";"65-69 anni";221392;219688
"7715";"Toscana";"totale";"70-74 anni";222255;228237
"7716";"Toscana";"totale";"75-79 anni";186772;181914
"7717";"Toscana";"totale";"80-84 anni";154416;159436
"7718";"Toscana";"totale";"85-89 anni";99012;100217
"7719";"Toscana";"totale";"90-94 anni";46286;47098
"7720";"Toscana";"totale";"95-99 anni";12216;12794
"7721";"Toscana";"totale";"fino a 4 anni";133827;128678
"7722";"Toscana";"totale";"totale";3701343;3692555
"7723";"Trapani";"femmine";"10-14 anni";9981;9762
"7724";"Trapani";"femmine";"100 anni e più";89;92
"7725";"Trapani";"femmine";"15-19 anni";10824;10700
"7726";"Trapani";"femmine";"20-24 anni";11573;11316
"7727";"Trapani";"femmine";"25-29 anni";11995;11569
"7728";"Trapani";"femmine";"30-34 anni";11651;11544
"7729";"Trapani";"femmine";"35-39 anni";12529;12222
"7730";"Trapani";"femmine";"40-44 anni";14541;13987
"7731";"Trapani";"femmine";"45-49 anni";16435;16173
"7732";"Trapani";"femmine";"5-9 anni";8900;8703
"7733";"Trapani";"femmine";"50-54 anni";16409;16496
"7734";"Trapani";"femmine";"55-59 anni";15474;15998
"7735";"Trapani";"femmine";"60-64 anni";13891;13972
"7736";"Trapani";"femmine";"65-69 anni";12867;12745
"7737";"Trapani";"femmine";"70-74 anni";12166;12718
"7738";"Trapani";"femmine";"75-79 anni";10646;10360
"7739";"Trapani";"femmine";"80-84 anni";8489;8788
"7740";"Trapani";"femmine";"85-89 anni";5954;5899
"7741";"Trapani";"femmine";"90-94 anni";2806;2862
"7742";"Trapani";"femmine";"95-99 anni";720;775
"7743";"Trapani";"femmine";"fino a 4 anni";7985;7780
"7744";"Trapani";"femmine";"totale";215925;214461
"7745";"Trapani";"maschi";"10-14 anni";10349;10115
"7746";"Trapani";"maschi";"100 anni e più";20;18
"7747";"Trapani";"maschi";"15-19 anni";12297;11834
"7748";"Trapani";"maschi";"20-24 anni";13253;13030
"7749";"Trapani";"maschi";"25-29 anni";13098;12797
"7750";"Trapani";"maschi";"30-34 anni";12233;12159
"7751";"Trapani";"maschi";"35-39 anni";12851;12586
"7752";"Trapani";"maschi";"40-44 anni";14820;14211
"7753";"Trapani";"maschi";"45-49 anni";15744;15524
"7754";"Trapani";"maschi";"5-9 anni";9032;8787
"7755";"Trapani";"maschi";"50-54 anni";15668;15827
"7756";"Trapani";"maschi";"55-59 anni";14469;14976
"7757";"Trapani";"maschi";"60-64 anni";13092;13148
"7758";"Trapani";"maschi";"65-69 anni";11841;11900
"7759";"Trapani";"maschi";"70-74 anni";10845;11219
"7760";"Trapani";"maschi";"75-79 anni";8879;8704
"7761";"Trapani";"maschi";"80-84 anni";6298;6527
"7762";"Trapani";"maschi";"85-89 anni";3500;3637
"7763";"Trapani";"maschi";"90-94 anni";1202;1256
"7764";"Trapani";"maschi";"95-99 anni";232;244
"7765";"Trapani";"maschi";"fino a 4 anni";8391;8296
"7766";"Trapani";"maschi";"totale";208114;206795
"7767";"Trapani";"totale";"10-14 anni";20330;19877
"7768";"Trapani";"totale";"100 anni e più";109;110
"7769";"Trapani";"totale";"15-19 anni";23121;22534
"7770";"Trapani";"totale";"20-24 anni";24826;24346
"7771";"Trapani";"totale";"25-29 anni";25093;24366
"7772";"Trapani";"totale";"30-34 anni";23884;23703
"7773";"Trapani";"totale";"35-39 anni";25380;24808
"7774";"Trapani";"totale";"40-44 anni";29361;28198
"7775";"Trapani";"totale";"45-49 anni";32179;31697
"7776";"Trapani";"totale";"5-9 anni";17932;17490
"7777";"Trapani";"totale";"50-54 anni";32077;32323
"7778";"Trapani";"totale";"55-59 anni";29943;30974
"7779";"Trapani";"totale";"60-64 anni";26983;27120
"7780";"Trapani";"totale";"65-69 anni";24708;24645
"7781";"Trapani";"totale";"70-74 anni";23011;23937
"7782";"Trapani";"totale";"75-79 anni";19525;19064
"7783";"Trapani";"totale";"80-84 anni";14787;15315
"7784";"Trapani";"totale";"85-89 anni";9454;9536
"7785";"Trapani";"totale";"90-94 anni";4008;4118
"7786";"Trapani";"totale";"95-99 anni";952;1019
"7787";"Trapani";"totale";"fino a 4 anni";16376;16076
"7788";"Trapani";"totale";"totale";424039;421256
"7789";"Trento";"femmine";"10-14 anni";13394;13338
"7790";"Trento";"femmine";"100 anni e più";98;114
"7791";"Trento";"femmine";"15-19 anni";13445;13536
"7792";"Trento";"femmine";"20-24 anni";13630;13792
"7793";"Trento";"femmine";"25-29 anni";14171;14177
"7794";"Trento";"femmine";"30-34 anni";14756;14804
"7795";"Trento";"femmine";"35-39 anni";15681;15471
"7796";"Trento";"femmine";"40-44 anni";19128;18377
"7797";"Trento";"femmine";"45-49 anni";21029;20941
"7798";"Trento";"femmine";"5-9 anni";13017;12801
"7799";"Trento";"femmine";"50-54 anni";22299;22117
"7800";"Trento";"femmine";"55-59 anni";20188;20931
"7801";"Trento";"femmine";"60-64 anni";17440;17945
"7802";"Trento";"femmine";"65-69 anni";15808;16029
"7803";"Trento";"femmine";"70-74 anni";14324;14651
"7804";"Trento";"femmine";"75-79 anni";13089;13046
"7805";"Trento";"femmine";"80-84 anni";10487;10714
"7806";"Trento";"femmine";"85-89 anni";7779;7852
"7807";"Trento";"femmine";"90-94 anni";4244;4316
"7808";"Trento";"femmine";"95-99 anni";1438;1464
"7809";"Trento";"femmine";"fino a 4 anni";11368;11095
"7810";"Trento";"femmine";"totale";276813;277511
"7811";"Trento";"maschi";"10-14 anni";14327;14293
"7812";"Trento";"maschi";"100 anni e più";15;13
"7813";"Trento";"maschi";"15-19 anni";14526;14625
"7814";"Trento";"maschi";"20-24 anni";14646;14790
"7815";"Trento";"maschi";"25-29 anni";14842;14996
"7816";"Trento";"maschi";"30-34 anni";15008;14939
"7817";"Trento";"maschi";"35-39 anni";15988;15848
"7818";"Trento";"maschi";"40-44 anni";18891;18009
"7819";"Trento";"maschi";"45-49 anni";20904;20761
"7820";"Trento";"maschi";"5-9 anni";13733;13524
"7821";"Trento";"maschi";"50-54 anni";22304;22205
"7822";"Trento";"maschi";"55-59 anni";19827;20552
"7823";"Trento";"maschi";"60-64 anni";17059;17536
"7824";"Trento";"maschi";"65-69 anni";15397;15517
"7825";"Trento";"maschi";"70-74 anni";13357;13831
"7826";"Trento";"maschi";"75-79 anni";10739;10788
"7827";"Trento";"maschi";"80-84 anni";7245;7671
"7828";"Trento";"maschi";"85-89 anni";4132;4227
"7829";"Trento";"maschi";"90-94 anni";1561;1630
"7830";"Trento";"maschi";"95-99 anni";372;385
"7831";"Trento";"maschi";"fino a 4 anni";12035;11774
"7832";"Trento";"maschi";"totale";266908;267914
"7833";"Trento";"totale";"10-14 anni";27721;27631
"7834";"Trento";"totale";"100 anni e più";113;127
"7835";"Trento";"totale";"15-19 anni";27971;28161
"7836";"Trento";"totale";"20-24 anni";28276;28582
"7837";"Trento";"totale";"25-29 anni";29013;29173
"7838";"Trento";"totale";"30-34 anni";29764;29743
"7839";"Trento";"totale";"35-39 anni";31669;31319
"7840";"Trento";"totale";"40-44 anni";38019;36386
"7841";"Trento";"totale";"45-49 anni";41933;41702
"7842";"Trento";"totale";"5-9 anni";26750;26325
"7843";"Trento";"totale";"50-54 anni";44603;44322
"7844";"Trento";"totale";"55-59 anni";40015;41483
"7845";"Trento";"totale";"60-64 anni";34499;35481
"7846";"Trento";"totale";"65-69 anni";31205;31546
"7847";"Trento";"totale";"70-74 anni";27681;28482
"7848";"Trento";"totale";"75-79 anni";23828;23834
"7849";"Trento";"totale";"80-84 anni";17732;18385
"7850";"Trento";"totale";"85-89 anni";11911;12079
"7851";"Trento";"totale";"90-94 anni";5805;5946
"7852";"Trento";"totale";"95-99 anni";1810;1849
"7853";"Trento";"totale";"fino a 4 anni";23403;22869
"7854";"Trento";"totale";"totale";543721;545425
"7855";"Treviso";"femmine";"10-14 anni";22116;22108
"7856";"Treviso";"femmine";"100 anni e più";146;167
"7857";"Treviso";"femmine";"15-19 anni";21428;21475
"7858";"Treviso";"femmine";"20-24 anni";20955;21120
"7859";"Treviso";"femmine";"25-29 anni";21625;21453
"7860";"Treviso";"femmine";"30-34 anni";22771;22668
"7861";"Treviso";"femmine";"35-39 anni";25755;25135
"7862";"Treviso";"femmine";"40-44 anni";32549;30751
"7863";"Treviso";"femmine";"45-49 anni";36600;36374
"7864";"Treviso";"femmine";"5-9 anni";20572;20096
"7865";"Treviso";"femmine";"50-54 anni";37320;37444
"7866";"Treviso";"femmine";"55-59 anni";32981;34040
"7867";"Treviso";"femmine";"60-64 anni";28031;28928
"7868";"Treviso";"femmine";"65-69 anni";25376;25726
"7869";"Treviso";"femmine";"70-74 anni";24114;24457
"7870";"Treviso";"femmine";"75-79 anni";21585;21371
"7871";"Treviso";"femmine";"80-84 anni";17277;17934
"7872";"Treviso";"femmine";"85-89 anni";12012;12163
"7873";"Treviso";"femmine";"90-94 anni";6680;6697
"7874";"Treviso";"femmine";"95-99 anni";1871;1974
"7875";"Treviso";"femmine";"fino a 4 anni";17364;16583
"7876";"Treviso";"femmine";"totale";449128;448664
"7877";"Treviso";"maschi";"10-14 anni";23253;23025
"7878";"Treviso";"maschi";"100 anni e più";21;24
"7879";"Treviso";"maschi";"15-19 anni";22888;23256
"7880";"Treviso";"maschi";"20-24 anni";23347;23352
"7881";"Treviso";"maschi";"25-29 anni";22905;23014
"7882";"Treviso";"maschi";"30-34 anni";22951;22788
"7883";"Treviso";"maschi";"35-39 anni";25969;25324
"7884";"Treviso";"maschi";"40-44 anni";32699;30809
"7885";"Treviso";"maschi";"45-49 anni";37247;36875
"7886";"Treviso";"maschi";"5-9 anni";21730;21099
"7887";"Treviso";"maschi";"50-54 anni";37961;37888
"7888";"Treviso";"maschi";"55-59 anni";32817;34176
"7889";"Treviso";"maschi";"60-64 anni";27190;27974
"7890";"Treviso";"maschi";"65-69 anni";24125;24340
"7891";"Treviso";"maschi";"70-74 anni";21743;22189
"7892";"Treviso";"maschi";"75-79 anni";18060;17921
"7893";"Treviso";"maschi";"80-84 anni";12591;13375
"7894";"Treviso";"maschi";"85-89 anni";6347;6680
"7895";"Treviso";"maschi";"90-94 anni";2237;2370
"7896";"Treviso";"maschi";"95-99 anni";463;497
"7897";"Treviso";"maschi";"fino a 4 anni";18501;17882
"7898";"Treviso";"maschi";"totale";435045;434858
"7899";"Treviso";"totale";"10-14 anni";45369;45133
"7900";"Treviso";"totale";"100 anni e più";167;191
"7901";"Treviso";"totale";"15-19 anni";44316;44731
"7902";"Treviso";"totale";"20-24 anni";44302;44472
"7903";"Treviso";"totale";"25-29 anni";44530;44467
"7904";"Treviso";"totale";"30-34 anni";45722;45456
"7905";"Treviso";"totale";"35-39 anni";51724;50459
"7906";"Treviso";"totale";"40-44 anni";65248;61560
"7907";"Treviso";"totale";"45-49 anni";73847;73249
"7908";"Treviso";"totale";"5-9 anni";42302;41195
"7909";"Treviso";"totale";"50-54 anni";75281;75332
"7910";"Treviso";"totale";"55-59 anni";65798;68216
"7911";"Treviso";"totale";"60-64 anni";55221;56902
"7912";"Treviso";"totale";"65-69 anni";49501;50066
"7913";"Treviso";"totale";"70-74 anni";45857;46646
"7914";"Treviso";"totale";"75-79 anni";39645;39292
"7915";"Treviso";"totale";"80-84 anni";29868;31309
"7916";"Treviso";"totale";"85-89 anni";18359;18843
"7917";"Treviso";"totale";"90-94 anni";8917;9067
"7918";"Treviso";"totale";"95-99 anni";2334;2471
"7919";"Treviso";"totale";"fino a 4 anni";35865;34465
"7920";"Treviso";"totale";"totale";884173;883522
"7921";"Trieste";"femmine";"10-14 anni";4464;4498
"7922";"Trieste";"femmine";"100 anni e più";80;95
"7923";"Trieste";"femmine";"15-19 anni";4490;4537
"7924";"Trieste";"femmine";"20-24 anni";4615;4608
"7925";"Trieste";"femmine";"25-29 anni";5254;5243
"7926";"Trieste";"femmine";"30-34 anni";5495;5542
"7927";"Trieste";"femmine";"35-39 anni";5679;5661
"7928";"Trieste";"femmine";"40-44 anni";7750;7256
"7929";"Trieste";"femmine";"45-49 anni";9356;9312
"7930";"Trieste";"femmine";"5-9 anni";4222;4152
"7931";"Trieste";"femmine";"50-54 anni";9846;9662
"7932";"Trieste";"femmine";"55-59 anni";8828;9170
"7933";"Trieste";"femmine";"60-64 anni";8061;8192
"7934";"Trieste";"femmine";"65-69 anni";7988;7826
"7935";"Trieste";"femmine";"70-74 anni";8359;8321
"7936";"Trieste";"femmine";"75-79 anni";8104;7925
"7937";"Trieste";"femmine";"80-84 anni";6697;6928
"7938";"Trieste";"femmine";"85-89 anni";4645;4608
"7939";"Trieste";"femmine";"90-94 anni";2408;2477
"7940";"Trieste";"femmine";"95-99 anni";862;867
"7941";"Trieste";"femmine";"fino a 4 anni";3672;3516
"7942";"Trieste";"femmine";"totale";120875;120396
"7943";"Trieste";"maschi";"10-14 anni";4836;4752
"7944";"Trieste";"maschi";"100 anni e più";8;12
"7945";"Trieste";"maschi";"15-19 anni";4801;4870
"7946";"Trieste";"maschi";"20-24 anni";5256;5310
"7947";"Trieste";"maschi";"25-29 anni";6070;5956
"7948";"Trieste";"maschi";"30-34 anni";6055;6160
"7949";"Trieste";"maschi";"35-39 anni";5993;5968
"7950";"Trieste";"maschi";"40-44 anni";7692;7074
"7951";"Trieste";"maschi";"45-49 anni";9193;9131
"7952";"Trieste";"maschi";"5-9 anni";4488;4417
"7953";"Trieste";"maschi";"50-54 anni";9480;9271
"7954";"Trieste";"maschi";"55-59 anni";8737;9050
"7955";"Trieste";"maschi";"60-64 anni";7402;7568
"7956";"Trieste";"maschi";"65-69 anni";6759;6624
"7957";"Trieste";"maschi";"70-74 anni";6814;6919
"7958";"Trieste";"maschi";"75-79 anni";6207;6006
"7959";"Trieste";"maschi";"80-84 anni";4450;4692
"7960";"Trieste";"maschi";"85-89 anni";2400;2450
"7961";"Trieste";"maschi";"90-94 anni";829;854
"7962";"Trieste";"maschi";"95-99 anni";206;201
"7963";"Trieste";"maschi";"fino a 4 anni";3854;3764
"7964";"Trieste";"maschi";"totale";111530;111049
"7965";"Trieste";"totale";"10-14 anni";9300;9250
"7966";"Trieste";"totale";"100 anni e più";88;107
"7967";"Trieste";"totale";"15-19 anni";9291;9407
"7968";"Trieste";"totale";"20-24 anni";9871;9918
"7969";"Trieste";"totale";"25-29 anni";11324;11199
"7970";"Trieste";"totale";"30-34 anni";11550;11702
"7971";"Trieste";"totale";"35-39 anni";11672;11629
"7972";"Trieste";"totale";"40-44 anni";15442;14330
"7973";"Trieste";"totale";"45-49 anni";18549;18443
"7974";"Trieste";"totale";"5-9 anni";8710;8569
"7975";"Trieste";"totale";"50-54 anni";19326;18933
"7976";"Trieste";"totale";"55-59 anni";17565;18220
"7977";"Trieste";"totale";"60-64 anni";15463;15760
"7978";"Trieste";"totale";"65-69 anni";14747;14450
"7979";"Trieste";"totale";"70-74 anni";15173;15240
"7980";"Trieste";"totale";"75-79 anni";14311;13931
"7981";"Trieste";"totale";"80-84 anni";11147;11620
"7982";"Trieste";"totale";"85-89 anni";7045;7058
"7983";"Trieste";"totale";"90-94 anni";3237;3331
"7984";"Trieste";"totale";"95-99 anni";1068;1068
"7985";"Trieste";"totale";"fino a 4 anni";7526;7280
"7986";"Trieste";"totale";"totale";232405;231445
"7987";"Udine";"femmine";"10-14 anni";11167;11194
"7988";"Udine";"femmine";"100 anni e più";145;133
"7989";"Udine";"femmine";"15-19 anni";11092;11196
"7990";"Udine";"femmine";"20-24 anni";10917;10971
"7991";"Udine";"femmine";"25-29 anni";11735;11465
"7992";"Udine";"femmine";"30-34 anni";12975;12687
"7993";"Udine";"femmine";"35-39 anni";14610;14194
"7994";"Udine";"femmine";"40-44 anni";18583;17473
"7995";"Udine";"femmine";"45-49 anni";21689;21494
"7996";"Udine";"femmine";"5-9 anni";10576;10178
"7997";"Udine";"femmine";"50-54 anni";22484;22302
"7998";"Udine";"femmine";"55-59 anni";20861;21472
"7999";"Udine";"femmine";"60-64 anni";18277;18627
"8000";"Udine";"femmine";"65-69 anni";17873;17669
"8001";"Udine";"femmine";"70-74 anni";17685;17951
"8002";"Udine";"femmine";"75-79 anni";16005;15847
"8003";"Udine";"femmine";"80-84 anni";12467;13049
"8004";"Udine";"femmine";"85-89 anni";8483;8597
"8005";"Udine";"femmine";"90-94 anni";4803;4672
"8006";"Udine";"femmine";"95-99 anni";1526;1591
"8007";"Udine";"femmine";"fino a 4 anni";8699;8350
"8008";"Udine";"femmine";"totale";272652;271112
"8009";"Udine";"maschi";"10-14 anni";11531;11530
"8010";"Udine";"maschi";"100 anni e più";16;20
"8011";"Udine";"maschi";"15-19 anni";11991;11928
"8012";"Udine";"maschi";"20-24 anni";11967;12025
"8013";"Udine";"maschi";"25-29 anni";12321;12179
"8014";"Udine";"maschi";"30-34 anni";13091;12773
"8015";"Udine";"maschi";"35-39 anni";15160;14690
"8016";"Udine";"maschi";"40-44 anni";18563;17634
"8017";"Udine";"maschi";"45-49 anni";21464;21145
"8018";"Udine";"maschi";"5-9 anni";10909;10689
"8019";"Udine";"maschi";"50-54 anni";22548;22315
"8020";"Udine";"maschi";"55-59 anni";20236;20837
"8021";"Udine";"maschi";"60-64 anni";17152;17626
"8022";"Udine";"maschi";"65-69 anni";16185;16048
"8023";"Udine";"maschi";"70-74 anni";15844;15980
"8024";"Udine";"maschi";"75-79 anni";13331;13251
"8025";"Udine";"maschi";"80-84 anni";8748;9379
"8026";"Udine";"maschi";"85-89 anni";4402;4561
"8027";"Udine";"maschi";"90-94 anni";1664;1704
"8028";"Udine";"maschi";"95-99 anni";332;357
"8029";"Udine";"maschi";"fino a 4 anni";9123;8691
"8030";"Udine";"maschi";"totale";256578;255362
"8031";"Udine";"totale";"10-14 anni";22698;22724
"8032";"Udine";"totale";"100 anni e più";161;153
"8033";"Udine";"totale";"15-19 anni";23083;23124
"8034";"Udine";"totale";"20-24 anni";22884;22996
"8035";"Udine";"totale";"25-29 anni";24056;23644
"8036";"Udine";"totale";"30-34 anni";26066;25460
"8037";"Udine";"totale";"35-39 anni";29770;28884
"8038";"Udine";"totale";"40-44 anni";37146;35107
"8039";"Udine";"totale";"45-49 anni";43153;42639
"8040";"Udine";"totale";"5-9 anni";21485;20867
"8041";"Udine";"totale";"50-54 anni";45032;44617
"8042";"Udine";"totale";"55-59 anni";41097;42309
"8043";"Udine";"totale";"60-64 anni";35429;36253
"8044";"Udine";"totale";"65-69 anni";34058;33717
"8045";"Udine";"totale";"70-74 anni";33529;33931
"8046";"Udine";"totale";"75-79 anni";29336;29098
"8047";"Udine";"totale";"80-84 anni";21215;22428
"8048";"Udine";"totale";"85-89 anni";12885;13158
"8049";"Udine";"totale";"90-94 anni";6467;6376
"8050";"Udine";"totale";"95-99 anni";1858;1948
"8051";"Udine";"totale";"fino a 4 anni";17822;17041
"8052";"Udine";"totale";"totale";529230;526474
"8053";"Umbria";"femmine";"10-14 anni";19360;19314
"8054";"Umbria";"femmine";"100 anni e più";230;243
"8055";"Umbria";"femmine";"15-19 anni";18409;18669
"8056";"Umbria";"femmine";"20-24 anni";18647;18520
"8057";"Umbria";"femmine";"25-29 anni";20715;20326
"8058";"Umbria";"femmine";"30-34 anni";23457;22947
"8059";"Umbria";"femmine";"35-39 anni";26319;25645
"8060";"Umbria";"femmine";"40-44 anni";31956;30488
"8061";"Umbria";"femmine";"45-49 anni";34672;34552
"8062";"Umbria";"femmine";"5-9 anni";18307;17947
"8063";"Umbria";"femmine";"50-54 anni";35847;35602
"8064";"Umbria";"femmine";"55-59 anni";33359;34271
